source	reference	sentA	sentB	modification_type	sentA_sem_changed
Voters will vote Sunday on whether to change their country's name to the "Republic of North Macedonia."	D Wähler stimme am Sunnti drüber ab, ob dr Name vo ihrem Land zu "Rebublik Nordmazedonie" söu abgänderet wärde.	D Wähler entscheided am Sunntig ob de Name vo ihrem Land i „Republik Nordmazedonie“ gänderet söll werde.	D Wähler werded am Sunntig drüber abstimme ob ihres Land i "Republik Nordmazedonie" umbenennt werde söu.	deletion	Sii entscheided am Sunntig ob de Name vo ihrem Land i „Republik Nordmazedonie“ gänderet söll werde.
Voters will vote Sunday on whether to change their country's name to the "Republic of North Macedonia."	D Wähler stimme am Sunnti drüber ab, ob dr Name vo ihrem Land zu "Rebublik Nordmazedonie" söu abgänderet wärde.	D Wähler entscheided am Sunntig ob de Name vo ihrem Land i „Republik Nordmazedonie“ gänderet söll werde.	D Wähler werded am Sunntig drüber abstimme öb ihres Land in "Republik Nordmazedonie" söll umbenennt wärde.	substitution	D Wähler entscheided am Sunntig ob de Sitz vo ihrem Land i „Republik Nordmazedonie“ gänderet söll werde.
Voters will vote Sunday on whether to change their country's name to the "Republic of North Macedonia."	D Wähler stimme am Sunnti drüber ab, ob dr Name vo ihrem Land zu "Rebublik Nordmazedonie" söu abgänderet wärde.	D Wähler werded am Sunntig drüber abstimme ob ihres Land i "Republik Nordmazedonie" umbenennt werde söu.	D Wähler werded am Sunntig drüber abstimme öb ihres Land in "Republik Nordmazedonie" söll umbenennt wärde.	insertion	D Wähler werded am Sunntig Morge drüber abstimme ob ihres Land i "Republik Nordmazedonie" umbenennt werde söu.
"Today, there's neither."	"Hüt gits beides nümme."	"Hütt git's beides nümm."	"Hütt gits kes vo beidem."	substitution	"Hütt git's beides no."
"Today, there's neither."	"Hüt gits beides nümme."	"Hütt git's beides nümm."	"Hütt gits beides nüm".	substitution	"Hütt git's eis nümm."
"Today, there's neither."	"Hüt gits beides nümme."	"Hütt git's beides nümm."	"Hütt gits beides nümm."	substitution	"Morn git's beides nümm."
"Today, there's neither."	"Hüt gits beides nümme."	"Hütt gits kes vo beidem."	"Hütt gits beides nüm".	substitution	"Hütt verlürsch kes vo beidem."
"Today, there's neither."	"Hüt gits beides nümme."	"Hütt gits kes vo beidem."	"Hütt gits beides nümm."	insertion	"Hütt Abig gits kes vo beidem."
"Today, there's neither."	"Hüt gits beides nümme."	"Hütt gits beides nüm".	"Hütt gits beides nümm."	deletion	"Hütt gits beides".
"People socialize in a different way" nowadays, he said.	"D Lüt verchehre hüt angers", heter gseit.	"Das gsellschaftliche Läbe vo de Lüt gseht hüt anders us", hetter gseit.	"Ds gseuschaftleche Läbe vo de Lüt gseht hüt anders uus", het är gseit.	deletion	"Das gsellschaftliche Läbe gseht hüt anders us", hetter gseit.
As for churches, he worries that the money from selling assets will not last as long as leaders expect it to, "and sooner or later they'll be right back where they started."	Wes d Chiuchene betrifft, machter sech Sorge, dess ds Gäud, wo si düre Verchouf vo ihrem Bsitz ynä, nid so lang wird ahaute, wi ihri Oberhöipter meine o "früecher oder speter si si genau glych wit, wi em Afang."	Bi de Chile befürchtet er, dass ds Gäut us em Vrchouf vo Vermögeswärt nid so lang längt, wi d Chileleiter anäh u dass si "früecher oder speter wider am Aafang stah wärde".	Bi de Chile befürchtet är, dass ds Gäud usem Verchouf vo Vermögeswärt nid so lang längt, wie d Chileleiter aanähme, u dass si "früecher oder spöter wider am Aafang stöh".	deletion	Bi de Chile befürchtet er, dass ds Gäut us em Vrchouf vo Vermögeswärt nid so lang längt u dass si "früecher oder speter wider am Aafang stah wärde".
Churches, he added, could be replaced by apartment buildings with condominiums filled with the kind of people who will not help the neighborhood's remaining sanctuaries.	Chiuchene, heter no gmeint, chönnte vo Wohnigsblöck mit Eigetumswohnige ersetzt wärde, wo när Lüt drinne wohne, wo när de verblibene religiöse Zuefluchtsstettene ir Nachbarschaft nid häufe.	Chile, het är zuegfüehrt, chöi dür Apartmenthüser mit Eigetumswohnige ersetzt wärde, i dene Mönsche läbe, wo di verbleibende Zuefluchtsorte nid ungerstütze.	Chile, het är hinzue gfügt, chönnt dür Apartmenthüser mit Eigetumswohnige ersetzt wärde, wo Mönsche läbe wo die verbleibende Zuefluchtsorte nid ungerstütze.	substitution	Chile, het är zuegfüehrt, chöi dür Apartmenthüser mit Eigetumswohnige ersetzt wärde, i dene Tiere läbe, wo di verbleibende Zuefluchtsorte nid ungerstütze.
Churches, he added, could be replaced by apartment buildings with condominiums filled with the kind of people who will not help the neighborhood's remaining sanctuaries.	Chiuchene, heter no gmeint, chönnte vo Wohnigsblöck mit Eigetumswohnige ersetzt wärde, wo när Lüt drinne wohne, wo när de verblibene religiöse Zuefluchtsstettene ir Nachbarschaft nid häufe.	Chile, het är zuegfüehrt, chöi dür Apartmenthüser mit Eigetumswohnige ersetzt wärde, i dene Mönsche läbe, wo di verbleibende Zuefluchtsorte nid ungerstütze.	Chile, het's derzue gfüegt, chöi dür Mehrfamiliehüüser mit Eigetumswohnige ersetzt wärde, wo mit Mönsche gfüut si, wo der verbliebte Heiligtümer vo der Nachbarschaft nid würde häufe.	deletion	Chile, het är zuegfüehrt, chöi dür Apartmenthüser mit Eigetumswohnige ersetzt wärde, i dene Mönsche läbe, wo di verbleibende Zuefluchtsorte ungerstütze.
Churches, he added, could be replaced by apartment buildings with condominiums filled with the kind of people who will not help the neighborhood's remaining sanctuaries.	Chiuchene, heter no gmeint, chönnte vo Wohnigsblöck mit Eigetumswohnige ersetzt wärde, wo när Lüt drinne wohne, wo när de verblibene religiöse Zuefluchtsstettene ir Nachbarschaft nid häufe.	Chile, het är hinzue gfügt, chönnt dür Apartmenthüser mit Eigetumswohnige ersetzt wärde, wo Mönsche läbe wo die verbleibende Zuefluchtsorte nid ungerstütze.	Chile, het's derzue gfüegt, chöi dür Mehrfamiliehüüser mit Eigetumswohnige ersetzt wärde, wo mit Mönsche gfüut si, wo der verbliebte Heiligtümer vo der Nachbarschaft nid würde häufe.	deletion	Chile chönnt dür Apartmenthüser mit Eigetumswohnige ersetzt wärde, wo Mönsche läbe wo die verbleibende Zuefluchtsorte nid ungerstütze.
What has played out at St. Martin's over the last few months has been a complicated tale of architects and contractors, some brought in by the lay leaders of the church, others by the Episcopal diocese.	Was sech i de letschte paar Mönet z St. Martin's abgschpiut heig, sig e komplizierte Gschicht vo Architekte o Bouungernähmer gsy. Es paar vo dene sige vo de Laiefüehrer vor Chiuche, angeri vor Bischofsdiözese beuftreit worde.	Was sech i de letschte Mönet z St. Martin's abgschpiut het, isch e komplizierti Gschicht mit Architekte u Uftragnämmer, wo zum Teil vo de Laifüererer vor Chile u zum Teil vor Bischofsdiözese sy derzue zoge worde.	Was sech i de letschte Mönet z St. Martin's abgspiut het, isch e komplizierti Gschicht mit Architekte u Uftragnähmer, wo zum Teil vo de Laiefüererer vo de Chile und zum Teil vo de Bischofsdiözese derzue zoge worde sy.	insertion	Was sech i de letschte Mönet z St. Martin's abgschpiut het, isch e komplizierti Gschicht mit Architekte, Bäcker u Uftragnämmer, wo zum Teil vo de Laifüererer vor Chile u zum Teil vor Bischofsdiözese sy derzue zoge worde.
Some parishioners complained of a lack of transparency on the diocese's part.	Es paar Gloubensmitglider hei sech über mangelndi Transparänz vor Syte vor Diözese beschwärt.	Einigi Gmeindemitglieder hei sech über mangelni Transparänz uf Syte vo de Diözese beschwärt.	Einigi Gmeindemitglieder hei sech über mangelndi Transparenz uf Site vor Diözese beschwärt.	deletion	Einigi Gmeindemitglieder hei sech über mangelni Transparänz beschwärt.
I got bit!'	Öppis het mi bbisse!'	I bi bissä wordä!'	I bi bissä wordä!".	substitution	I bi gstreichlät wordä!'
I got bit!'	Öppis het mi bbisse!'	I bi bissä wordä!'	I bi bisse worde!'	deletion	I bi wordä!'
I got bit!'	Öppis het mi bbisse!'	I bi bissä wordä!".	I bi bisse worde!'	substitution	I bi umarmt wordä!".
As part of a substantial push into the UK's £2.8bn beauty market, which is continuing to grow while fashion and homeware sales fall back, the larger beauty aisles will be tested out in 11 stores around the country and taken to more stores next year if it proves a success.	Aus Teil vomne umfangryche Vorstoss i 2,8 Milliarde schwäre Schönheitsmarkt zGrossbritannie, wo angers aus dr Umsatz a Mode o Hushautsartiku nach wi vor Wachstum ufwyst, wärde d Schönheitsabteilige i 11 Läde im ganze Land usteschtet o, faus erfrougrych, nöchschts Jahr i witeri Läde bbracht.	Im Rahmä vomnä grossä aagleitä Vorschtoss uf dä 2,8 Milliarde britischi Pfund umfassändä Kosmetikmärt im Vereinigte Königriich, wo witer wachst, während Modä- u Hushaltswareumsätz zrügg gö, wärdäd di grösserä Kosmetikabteiligä i elf Filialä landeswit teschtet. We si sech aus erfougriich erwiesä, wärdä si im nächschtä Jahr uf wyteri Filialä usgwiitet.	Im Rahme vomene erhebleche Aastig vom britische Beautymarkt im Umfang vo 2,8 Mrd. Pfund, wo wyter wachst, während d Verchoufszahle für Mode u Hushaltware zrügg gö, wärde di grössere Beauty-Gäng i 11 Läde im ganze Land teschtet u im nächschte Jahr i wyteri Läde bracht wärde, we s sech aus erfougriich erwiest.	deletion	Im Rahmä vomnä grossä aagleitä Vorschtoss uf dä 2,8 Milliarde britischi Pfund umfassändä Kosmetikmärt, wo witer wachst, während Modä- u Hushaltswareumsätz zrügg gö, wärdäd di grösserä Kosmetikabteiligä i elf Filialä landeswit teschtet. We si sech aus erfougriich erwiesä, wärdä si im nächschtä Jahr uf wyteri Filialä usgwiitet.
The supermarket is also relaunching its Boutique makeup range so that the majority of products are vegan-friendly - something increasingly demanded by younger shoppers.	Dr Supermarkt bringt o sini Boutique-Make-Up-Palette wider ufe Markt, sodass d Mehrheit vo de Produkt vegan-fründlech sy - öppis wo vo junge Shopper meh o meh verlangt wird.	Der Supermarkt rüschtet o sys Make-up-Sortimänt ir Boutique nöi uf, sodass der Grossteil vo de Produkt vegan isch, was o vo jüngere Ychöifer geng meh gforderet wird.	Usserdäm füehrt dr Supermarkt e Relaunch vo syre Makeupserii "Boutique" dure, sodass dr gröscht Teil vo de Produkt veganerfründlech isch – e Aspekt, wo vo jüngere Chunde zuenähmend gforderet wird.	deletion	Der Supermarkt rüschtet o ir Boutique nöi uf, sodass der Grossteil vo de Produkt vegan isch, was o vo jüngere Ychöifer geng meh gforderet wird.
Mike Coupe, the chief executive of Sainsbury's, has said the outlets will look increasingly like department stores as the supermarket chain tries to fight back against the discounters Aldi and Lidl with more services and non-food.	Dr Mike Coupe, dr Gschäftsfüehrer vo Sainbury's, het gseit, dass d Outlets zuenähmend wi Choufhüser wärde usgseh, da d Supermarktchötti mit meh Dienstleischtige o Non-Food-Artiku gäge Discounter wi Aldi o Lidl akämpft.	Lut Mike Coupe, CEO vo Sainsbury's, wärde d' Verchoufsstelle zunähmend wi Choufhüüser usgseh, da d' Supermarktchetti mit meh Dienschtleischtige und Non-Food-Artikle gäge d' Discounter Aldi und Lidl azkämpfe versuecht.	Mike Coupe, Chief Exekutive vo Sainsbury's het gseit, dass d Filiale immer meh wie Chaufhüser wärde usgseh, da d Supermarktchette versuecht d Discounter Aldi und Lidl mit meh Dienschtleischtige und Non-Food z bekämpfe.	deletion	Lut Mike Coupe, CEO vo Sainsbury's, wärde d' Verchoufsstelle zunähmend wi Choufhüüser usgseh, da d' Supermarktchetti gäge d' Discounter Aldi und Lidl azkämpfe versuecht.
Paul Mills-Hicks, Sainsbury's commercial director, said: "We've transformed the look and feel of our beauty aisles to enhance the environment for our customers.	Dr Paul Mills-Hicks, dr choufmännisch Leiter vo Sainsbury's, het gseit: "Mir hei ds augemeine Erschynigsbiud vo üsne Schönheitsabteilige veränderet, um d Ychoufsumgäbig für üsi Chunde ufzwärte.	Dr Paul Mills-Hicks, chaufmännische Diräkter vo Sainsbury het gseit: "Wir hei das Erschynigsbild üser Beauty-Gäng veränderet, um d Umwäut für üsi Chunde z'verbessere.	Dr Paul Mills-Hicks, choufmännische Direktor bi Sainsbury's, het gseit: "Mir hei ds Erschiinigsbild vo üsere Kosmetikabteilige umgstaltet um e attraktiveri Umgäbig für üsi Chunde z schaffe.	insertion	Dr Paul Mills-Hicks, chaufmännische Diräkter vo Sainsbury het gseit: "Wir hei das Erschynigsbild üser Beauty-Gäng nid veränderet, um d Umwäut für üsi Chunde z'verbessere.
We've also invested in specially trained colleagues who will be on hand to offer advice.	Mir hei o i spezieu usbiudeti Agschteuti investiert, wo beratend zur Verfüegig wärde schta.	Usserdäm hei mir i speziell gschulti Kollege investiert, wo mit Rat u Tat zur Site stöh.	Usserdem hämmer i speziell gschuulti Kollege investiert, wo als Berater zur Verfüegig stönd.	insertion	Usserdäm hei mir i speziell gschulti Kollege und Pflanze investiert, wo mit Rat u Tat zur Site stöh.
We've also invested in specially trained colleagues who will be on hand to offer advice.	Mir hei o i spezieu usbiudeti Agschteuti investiert, wo beratend zur Verfüegig wärde schta.	Usserdäm hei mir i speziell gschulti Kollege investiert, wo mit Rat u Tat zur Site stöh.	Usserdem hämmer i speziell gschuulti Kollege investiert, wo mit Rat und Tat zur Site stönd.	substitution	Usserdäm hei mir i speziell gschulti Pfarrer investiert, wo mit Rat u Tat zur Site stöh.
We've also invested in specially trained colleagues who will be on hand to offer advice.	Mir hei o i spezieu usbiudeti Agschteuti investiert, wo beratend zur Verfüegig wärde schta.	Usserdem hämmer i speziell gschuulti Kollege investiert, wo als Berater zur Verfüegig stönd.	Usserdem hämmer i speziell gschuulti Kollege investiert, wo mit Rat und Tat zur Site stönd.	insertion	Usserdem hämmer nonid i speziell gschuulti Kollege investiert, wo als Berater zur Verfüegig stönd.
And it could mean the end of a long friendship.	Usserdäm chöng das o ds Ändi vore lange Fründschaft bedüte.	Und es chönnt ds Ändi vonere länge Fründschaft bedüte.	Und es chönnt ds Ändi vonere lange Fründschaft bedüte.	substitution	Und es chönnt de Afang vonere länge Fründschaft bedüte.
And it could mean the end of a long friendship.	Usserdäm chöng das o ds Ändi vore lange Fründschaft bedüte.	Und es chönnt ds Ändi vonere länge Fründschaft bedüte.	Und es chönnt z ändi vore lange Fründschaft bedüte.	deletion	Und es chönnt ds Ändi vonere Fründschaft bedüte.
And it could mean the end of a long friendship.	Usserdäm chöng das o ds Ändi vore lange Fründschaft bedüte.	Und es chönnt ds Ändi vonere länge Fründschaft bedüte.	Und das Ändi vore länge Fründschaft chönnt bedüte.	deletion	Und es chönnt ds Ändi bedüte.
And it could mean the end of a long friendship.	Usserdäm chöng das o ds Ändi vore lange Fründschaft bedüte.	Und es chönnt ds Ändi vonere lange Fründschaft bedüte.	Und es chönnt z ändi vore lange Fründschaft bedüte.	substitution	Und es chönnt ds Ändi vonere lange Feindschaft bedüte.
And it could mean the end of a long friendship.	Usserdäm chöng das o ds Ändi vore lange Fründschaft bedüte.	Und es chönnt ds Ändi vonere lange Fründschaft bedüte.	Und das Ändi vore länge Fründschaft chönnt bedüte.	insertion	Und es chönnt ds Ändi vonere wahnsinnig lange Fründschaft bedüte.
And it could mean the end of a long friendship.	Usserdäm chöng das o ds Ändi vore lange Fründschaft bedüte.	Und es chönnt z ändi vore lange Fründschaft bedüte.	Und das Ändi vore länge Fründschaft chönnt bedüte.	insertion	Und es chönnt z lang erwartete ändi vore lange Fründschaft bedüte.
The couples holiday together and Jones has a 40 per cent stake in Baldwin's TV production firm.	Di zwöi Ehepäärli mache zäme Ferie o dr Jones het e 40%-ige Ateil ar Fernsehproduktionsfirma vom Baldwin.	D Paar mache gmeinsam Urlaub und dr Jones isch mit 40 Prozänt a Baldwins TV-Produktionsfirma beteiligt.	D`Paar mache gmeinsam Ferie und dr Jones isch mit 40 Prozänt a Baldwins TV-Produktionsfirma beteiligt.	deletion	D Paar und dr Jones isch mit 40 Prozänt a Baldwins TV-Produktionsfirma beteiligt.
Why has President Trump given up so much?	Werum het dr Presidänt Trump so viu ufggä?	Warum het President Trump so vil uufgäh?	Werum het Presidänt Trump so vil uufgäh?	deletion	Warum het President so vil uufgäh?
Trump said in his mock "news anchor" voice.	Dr Trump het i sire spöttischi "Nachrichtemoderator-Stimm" Fougendes gseit:	Dr Trump het i syre spötische "Nachrichtensprächer"-Stimm gseit.	Dr Trump het i sire spötische "Nachrichtensprächer"-Stimm gseit.	substitution	Dr Trump het i syre ernste "Nachrichtensprächer"-Stimm gseit.
Trump said in his mock "news anchor" voice.	Dr Trump het i sire spöttischi "Nachrichtemoderator-Stimm" Fougendes gseit:	Dr Trump het i syre spötische "Nachrichtensprächer"-Stimm gseit.	Dr Trump het gseit, d Schtimm vomene Nochrichtemoderatore nachahmend:	deletion	Dr Trump het i syre spötische Stimm gseit.
Trump said in his mock "news anchor" voice.	Dr Trump het i sire spöttischi "Nachrichtemoderator-Stimm" Fougendes gseit:	Dr Trump het i sire spötische "Nachrichtensprächer"-Stimm gseit.	Dr Trump het gseit, d Schtimm vomene Nochrichtemoderatore nachahmend:	substitution	Dr John het i sire spötische "Nachrichtensprächer"-Stimm gseit.
"I didn't give up anything."	"I ha gar nüt ufggä."	"Ich ha nüt ufgäh."	"I ha nüüt uufgäh."	substitution	"Ich ha nüt verlore."
"I didn't give up anything."	"I ha gar nüt ufggä."	"Ich ha nüt ufgäh."	"I ha nüüt ufgä."	substitution	"Ich ha nüt gwunne."
"I didn't give up anything."	"I ha gar nüt ufggä."	"Ich ha nüt ufgäh."	"I ha nüt ufgeh."	substitution	"Ich ha nüt ufglese."
"I didn't give up anything."	"I ha gar nüt ufggä."	"I ha nüüt uufgäh."	"I ha nüüt ufgä."	deletion	"I ha uufgäh."
"I didn't give up anything."	"I ha gar nüt ufggä."	"I ha nüüt uufgäh."	"I ha nüt ufgeh."	substitution	"I ha nüüt uufghänkt."
"I didn't give up anything."	"I ha gar nüt ufggä."	"I ha nüüt ufgä."	"I ha nüt ufgeh."	deletion	"I ha nüüt."
He noted that Kim is interested in a second meeting after their initial meeting in Singapore in June was hailed by Trump as a big step toward denuclearization of North Korea.	Är het aggmerkt, dass dr Kim amne zwöite Träffe interessiert isch, nachdäm ihres erschte Träffe im Juni zSingapur vom Trump aus grosse Schritt Richtig Denuklearisierig vo Nord Korea isch gfyret worde.	Är het feschtgschteut, dass dr Kim amene zwöite Träffe interessiert syg, da ds erschte Träffe z Singapur im Juni vom Trump als grosse Schritt in Richtig Denuklearisierig vo Nordkorea prese worde isch.	Er het gmerkt, dass dr Kim amene zwöite Träffe interessiert isch, nachdem ds erschte Träffe z Singapur im Juni vom Trump als grosse Schritt in Richtig Denuklearisierig Nordkoreas gfyret worde isch.	deletion	Är het feschtgschteut, dass dr Kim amene zwöite Träffe interessiert syg, da ds erschte Träffe im Juni vom Trump als grosse Schritt in Richtig Denuklearisierig vo Nordkorea prese worde isch.
He noted that Kim is interested in a second meeting after their initial meeting in Singapore in June was hailed by Trump as a big step toward denuclearization of North Korea.	Är het aggmerkt, dass dr Kim amne zwöite Träffe interessiert isch, nachdäm ihres erschte Träffe im Juni zSingapur vom Trump aus grosse Schritt Richtig Denuklearisierig vo Nord Korea isch gfyret worde.	Är het feschtgschteut, dass dr Kim amene zwöite Träffe interessiert syg, da ds erschte Träffe z Singapur im Juni vom Trump als grosse Schritt in Richtig Denuklearisierig vo Nordkorea prese worde isch.	Är het feschtgstellt, dass dr Kim amene zwöite Träffe interessiert syg, da ds erschte Träffe z Singapur im Juni vom Trump aus grosse Schritt richtig Denuklearisierig vo Nordkorea isch prise worde.	deletion	Är het feschtgschteut, dass dr Kim amene zwöite Träffe interessiert syg, da ds erschte Träffe z Singapur vom Trump als grosse Schritt in Richtig Denuklearisierig vo Nordkorea prese worde isch.
He noted that Kim is interested in a second meeting after their initial meeting in Singapore in June was hailed by Trump as a big step toward denuclearization of North Korea.	Är het aggmerkt, dass dr Kim amne zwöite Träffe interessiert isch, nachdäm ihres erschte Träffe im Juni zSingapur vom Trump aus grosse Schritt Richtig Denuklearisierig vo Nord Korea isch gfyret worde.	Er het gmerkt, dass dr Kim amene zwöite Träffe interessiert isch, nachdem ds erschte Träffe z Singapur im Juni vom Trump als grosse Schritt in Richtig Denuklearisierig Nordkoreas gfyret worde isch.	Är het feschtgstellt, dass dr Kim amene zwöite Träffe interessiert syg, da ds erschte Träffe z Singapur im Juni vom Trump aus grosse Schritt richtig Denuklearisierig vo Nordkorea isch prise worde.	insertion	Er het gmerkt, dass dr Albin Kim amene zwöite Träffe interessiert isch, nachdem ds erschte Träffe z Singapur im Juni vom Trump als grosse Schritt in Richtig Denuklearisierig Nordkoreas gfyret worde isch.
Trump took a much more optimistic view in his rally speech.	Dr Trump het i sire Kundgäbig e viu optimistischeri Yschteuig a Tag ggleit.	Dr Trump het sech i sire Chundgäbigsrede wesentlech optimistischer zeigt.	Dr Trump het sech i syre Chundgebigsred wäsentlech optimistischer zeigt.	insertion	Dr Trump het sech i sire usfüehrliche Chundgäbigsrede wesentlech optimistischer zeigt.
Millions of people would have been killed.	Millione vo Lüt wäre um ds Läbe cho.	Millione vo mensche wäred tötet worde.	Millione vo Mensche wäre tötet worde.	substitution	Millione vo mensche wäred beförderet worde.
Now we have this great relationship."	O itz heimer di super Beziehig."	"Jetz hei mer die grossartigi Beziehig."	Iz hei mir die grossartigi Beziehig."	deletion	"Jetz hei mer die Beziehig."
Now we have this great relationship."	O itz heimer di super Beziehig."	"Jetz hei mer die grossartigi Beziehig."	Itz hei mer die tolli Beziehig."	substitution	"Jetz hei mer die schlimmi Beziehig."
Now we have this great relationship."	O itz heimer di super Beziehig."	"Jetz hei mer die grossartigi Beziehig."	Jitz hei mer di grossartigi Beziehig."	substitution	"Jetz hei mer die grossartigi Ziit."
Now we have this great relationship."	O itz heimer di super Beziehig."	Iz hei mir die grossartigi Beziehig."	Itz hei mer die tolli Beziehig."	deletion	Iz hei mir die Beziehig."
Now we have this great relationship."	O itz heimer di super Beziehig."	Iz hei mir die grossartigi Beziehig."	Jitz hei mer di grossartigi Beziehig."	substitution	Iz hei mir die ahstrengendi Beziehig."
Now we have this great relationship."	O itz heimer di super Beziehig."	Itz hei mer die tolli Beziehig."	Jitz hei mer di grossartigi Beziehig."	deletion	Itz hei mer die Beziehig."
He said his efforts to improve relations with Kim have brought positive results - ending rocket tests, helping free hostages and getting the remains of American servicemen returned home.	Är het gseit, dess sini Asträngige, d Beziehig zum Kim zverbessere, positivi Resultat ybbracht heige - e Stopp vo de Raggetetests, Hiuf bir Befreijig vo Geisle o d Rückkehr vo de letschte amerikanische Soudate.	Är het gseit, syni Bemüehige zur Verbesserig vor Beziehig zum Kim hei positivi Ergäbnis zeigt: Ändi vo de Raketäscht, Underschtützig bir Freilassig vo Geisle u Rücküberfüerig vo de sterbleche Überreschte amerikanische Militäraghöriger.	Är het gseit, syni Bemüehige um e Verbesserig vo de Beziehige zum Kim hätte zu positive Ergebniss gfüehrt - d Beändigung vo de Raketentescht, d Freilassig vo de Geisle u d Rückfüerig vo de sterbliche amerikanische Überreste.	insertion	Är het gseit, syni Bemüehige zur Verbesserig vor Beziehig zum Kim hei kei positivi Ergäbnis zeigt: Ändi vo de Raketäscht, Underschtützig bir Freilassig vo Geisle u Rücküberfüerig vo de sterbleche Überreschte amerikanische Militäraghöriger.
